Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
28.10.2017;00:00;00:00;107.090,75;40.101;80.341,75;704.244;26.801,25;4.390,75;194.305,25;177.011,75;36.931;42.692,75;16.559;87.231,5
29.10.2017;00:00;00:00;109.232;41.170,5;71.086,5;677.514;52.241;4.379;182.441,75;166.524,25;28.070,5;35.289;16.251;96.105,5
30.10.2017;00:00;00:00;106.452,5;42.917;86.710,25;335.628,5;69.880,25;5.125;240.875,25;306.271;66.870,75;51.773;28.126,25;114.469,5
31.10.2017;00:00;00:00;108.797,5;40.924,25;52.702,25;201.861,25;56.767;5.443,25;244.755,25;337.570,25;96.002,25;67.677,25;22.615,5;139.411
01.11.2017;00:00;00:00;111.054,75;39.630,25;87.900,25;327.571,75;37.046,5;5.309,25;242.224,75;303.369,5;92.693,5;69.962;21.323,5;176.346,5
02.11.2017;00:00;00:00;110.679,5;38.466;51.151,25;302.659,25;51.505;5.191,75;243.355,75;348.813,75;197.499,25;72.885;20.660;147.192,25
03.11.2017;00:00;00:00;111.283,5;40.451;32.918;79.295,25;50.759,75;5.209,75;244.579,25;368.945,5;319.430,5;119.382,25;33.510,25;167.173,75
04.11.2017;00:00;00:00;111.615,75;37.674,5;68.091;235.808;57.358,25;5.111,75;242.758,25;375.793,25;135.728;48.200,75;11.171,75;131.905,75
05.11.2017;00:00;00:00;110.789,25;36.013,25;44.222,5;226.097,75;25.259,25;5.064,5;238.604,5;401.650,75;115.791,5;47.751,25;12.499,25;121.104,75
06.11.2017;00:00;00:00;110.955;44.190,75;25.428,5;80.122,5;40.298,75;5.290,5;216.288,75;423.152,75;277.592;125.903,75;37.212,25;194.551,75
07.11.2017;00:00;00:00;111.200;46.196,5;41.011,5;108.441,25;27.300,25;5.384;216.531,75;412.197,25;321.149,75;130.560,5;30.738;200.431,75
08.11.2017;00:00;00:00;110.698;45.337,75;7.484;61.416,75;18.330,75;5.381,25;216.531,5;398.343,25;318.214,75;143.285;37.484;186.038,5
09.11.2017;00:00;00:00;111.371;43.497,5;55.985,5;141.817,5;15.288,25;5.324,5;211.634,25;394.169,25;310.681;127.656;27.752,75;197.279,5
10.11.2017;00:00;00:00;111.852,75;41.994;82.305;537.332;12.772,5;5.293,25;210.451,75;348.539,5;105.094,75;77.896,5;23.978;133.508,75
11.11.2017;00:00;00:00;111.553,5;42.436,25;96.974,5;451.819,25;18.164;5.295,5;198.919;336.782;70.679,75;57.908,75;19.096,75;116.576,5
12.11.2017;00:00;00:00;112.437,25;49.124,25;65.550,5;178.645,5;15.730,75;5.333,75;209.876,25;398.960,75;111.142,5;49.972;21.943,25;129.084,75
13.11.2017;00:00;00:00;112.729;49.269,5;61.802,75;151.640,75;36.999,25;5.341;215.788;409.717,75;265.878,25;92.726;23.459;178.358,5
14.11.2017;00:00;00:00;114.494,75;48.401,5;46.214;245.608,5;38.772;5.358,5;213.212,5;407.089,25;268.458;92.637,5;17.665,5;166.011
15.11.2017;00:00;00:00;114.658;50.467,25;14.564,5;88.004,5;25.803;5.349,5;215.995,25;382.465;319.629;129.799;50.377;176.886,5
16.11.2017;00:00;00:00;114.819,25;49.856,25;60.639,5;110.955,75;18.145;5.358;215.282,5;377.056;325.126,75;127.484,5;36.119,25;212.667,75
17.11.2017;00:00;00:00;116.247;47.021,75;67.140;134.462,25;32.918,75;5.421,5;230.541;395.508,75;290.017,5;95.359,5;27.033,75;177.296,75
18.11.2017;00:00;00:00;116.378,75;43.885,75;72.806,5;523.816,5;18.878,5;5.479;242.097,5;307.985;67.405,75;60.761;21.011,5;110.299
19.11.2017;00:00;00:00;116.012;41.306,5;86.459,5;637.086;28.649,75;5.019,75;217.921,75;214.021,25;58.661,5;44.896,5;9.029,5;87.782,25
20.11.2017;00:00;00:00;115.153,5;41.868,25;38.331;356.614,25;14.912;5.544,25;238.569,5;348.486,25;267.417,25;94.231,25;31.887;161.350,75
21.11.2017;00:00;00:00;115.463;44.436;20.643,25;287.914,25;11.239,75;5.441,75;244.333,75;374.460,75;310.366,5;121.689,5;37.223,5;181.555,25
22.11.2017;00:00;00:00;113.459,75;43.588;68.444;513.176,75;46.148;5.290,75;237.590,75;354.861,5;131.376,75;72.916;32.741,25;129.458,5
23.11.2017;00:00;00:00;114.521,5;42.193;78.523;654.766,75;42.046;5.037,75;239.626,5;352.889,75;100.029,5;53.356;20.371;117.736
24.11.2017;00:00;00:00;115.785;40.781,5;50.805;280.103,5;30.441,25;5.068,5;243.357;405.635;237.429,5;75.360,5;32.627,5;152.113,25
25.11.2017;00:00;00:00;115.130,5;41.582,5;46.089,25;178.001,5;13.553,75;5.469;243.449,25;416.923,5;229.459,25;54.934,5;18.783,5;128.264,75
26.11.2017;00:00;00:00;115.370;42.183,5;93.399;503.340,5;22.587,75;5.557,25;243.507,5;336.609,25;63.815,25;44.958,75;17.495,5;116.750,75
27.11.2017;00:00;00:00;114.927,75;40.735,5;92.405;644.080;21.983;5.395,25;239.504;344.504;88.669,25;65.642,75;26.772,75;139.915,75
28.11.2017;00:00;00:00;114.773,5;42.046,75;60.493,25;475.270,75;19.658,5;5.377;240.681,75;367.778,5;225.638,75;89.105,75;23.667,75;169.016,5
29.11.2017;00:00;00:00;115.098,5;42.975;11.962,5;95.153,25;24.153,5;5.518,25;245.864,25;421.847,5;308.021,25;153.152;40.595,5;191.006,25
30.11.2017;00:00;00:00;114.888;45.419,25;13.227;52.072,5;14.313,75;5.625;246.437,5;432.311,5;335.186,5;160.694,5;34.318,25;197.824,25
01.12.2017;00:00;00:00;114.965,25;45.455,25;25.302,5;29.000,75;19.265,5;5.708,5;246.394,75;425.928,5;340.772,25;144.849;27.524,25;189.894,75
02.12.2017;00:00;00:00;116.833,5;42.299;49.683;68.567,5;16.459,5;5.708,25;245.915,5;408.125,75;281.575,25;68.824,25;17.192,5;163.817,25
03.12.2017;00:00;00:00;116.506,75;38.659,25;90.597;286.044;12.410,75;5.673,5;243.777,25;408.979,25;122.839,25;56.818,75;14.795;120.526,75
04.12.2017;00:00;00:00;115.195,25;37.178;90.270,25;387.335,25;10.746,75;5.668,25;244.556,25;404.904,75;218.506;72.435,5;14.651;148.875,75
05.12.2017;00:00;00:00;115.119,75;37.829;86.261,5;517.540,25;10.951,25;5.618;236.136,5;377.437,5;165.783,5;80.338,25;18.284,75;145.193,5
06.12.2017;00:00;00:00;113.835,75;37.358,25;74.294,5;558.172,5;8.008,25;5.610,75;237.215,25;327.558,75;189.535,25;85.083,5;22.575,75;124.312,75
07.12.2017;00:00;00:00;115.026,5;37.788;75.366;653.146;42.996;5.530,5;233.341,5;341.691;137.199;82.244,75;13.951,5;131.386,25
08.12.2017;00:00;00:00;116.337,25;39.210,25;92.877,25;565.302;20.502,5;5.492,75;236.863,25;358.985,25;122.390;84.362;18.070,5;123.094,5
09.12.2017;00:00;00:00;116.726,25;38.513,75;99.864,25;609.999,25;12.342,75;5.664;231.743;308.236,25;56.358;60.816,5;17.321,5;106.423,25
10.12.2017;00:00;00:00;116.575;37.284,5;69.428,25;552.879,25;9.921,25;5.510;237.427;332.134,25;46.201,75;55.677,75;17.974,5;123.332,75
11.12.2017;00:00;00:00;115.649,75;40.104,25;56.602,5;360.679,25;5.666,5;5.650;243.291;402.254,75;248.285,75;91.865,25;21.448,5;167.711,25
12.12.2017;00:00;00:00;114.584,75;47.069;71.876,75;520.671,75;13.248;5.524,5;238.465,75;366.604,5;173.923,75;77.218,5;15.808,75;156.743,5
13.12.2017;00:00;00:00;114.856,5;46.130,75;72.517,75;630.442,25;36.879,25;5.529,75;237.970,25;333.439;118.433,75;67.158;14.661;137.938
14.12.2017;00:00;00:00;115.339;44.763;76.560,25;611.776;21.028,25;5.429,5;239.163,75;320.736,5;145.671,25;74.346,5;20.040,75;144.567,5
15.12.2017;00:00;00:00;116.302,5;46.544;26.462,75;160.213,25;21.653;5.556;245.162,5;390.559,75;266.884,5;111.504,75;33.496,25;168.458
16.12.2017;00:00;00:00;116.605,5;44.048;63.008,5;206.369,5;15.902,5;5.558,5;244.008,25;386.057,25;193.799,5;66.551,75;14.649,5;138.731,25
17.12.2017;00:00;00:00;116.567;41.563,5;44.780;206.139,75;12.620;5.577;243.525,25;385.153,5;160.938;64.224,75;18.445,5;137.613
18.12.2017;00:00;00:00;115.722,25;44.265;33.518,5;111.936,5;15.896,75;5.583;244.782;388.357,75;287.953,75;131.554,25;33.355;182.445,75
19.12.2017;00:00;00:00;115.440,75;46.338;14.555,75;85.880,5;8.795,75;5.582,25;245.003,75;393.439,25;320.754,5;146.364;28.291,75;201.335,75
20.12.2017;00:00;00:00;115.664,75;45.550;20.747,25;63.781;8.798,25;5.597,25;244.269;400.840,25;331.001,25;143.098,5;24.164,5;192.873,5
21.12.2017;00:00;00:00;115.613,75;43.335,75;27.291;233.068,75;7.311,25;5.506;243.673,75;394.478,25;277.756,75;104.297;17.460,5;169.292
22.12.2017;00:00;00:00;116.379,75;43.606;36.408;191.325,25;10.065,75;5.313,5;243.182;383.781,5;227.609;72.936,5;21.434,5;141.654,5
23.12.2017;00:00;00:00;115.414,75;45.909,25;79.716,5;643.333,75;8.447,75;4.795;228.960,5;184.067,5;55.956,75;35.498;10.751,75;100.072,75
24.12.2017;00:00;00:00;115.176,75;39.668,75;81.371;722.831,5;9.948,75;4.162,25;153.512,75;114.504,75;35.816,25;23.164,75;16.186;83.620,5
25.12.2017;00:00;00:00;115.302,5;38.712;92.113,25;497.185,5;15.763,5;4.540;213.454,5;179.720,5;37.817,75;26.935,25;21.674,75;92.974
26.12.2017;00:00;00:00;114.557,75;38.825,75;88.155,25;623.768;30.922,5;4.447,75;217.358;183.486,5;40.885;28.306,25;11.319,25;99.737,5
27.12.2017;00:00;00:00;114.860,25;38.492,5;53.698,75;346.923,75;16.531,25;5.419,75;239.218;287.897;79.438;41.941,25;19.173,75;121.982,5
28.12.2017;00:00;00:00;115.354;39.320;82.777,5;410.790,5;14.350,75;5.684;234.819,5;296.355,5;59.548;58.548,5;16.379;122.663,25
29.12.2017;00:00;00:00;115.922,25;38.862,75;90.671,75;494.512,25;30.537,25;5.419,5;225.829,25;281.006,75;50.012,25;51.867,5;23.090,5;119.912
30.12.2017;00:00;00:00;115.840,25;39.529,25;71.053,5;638.626;7.464,75;4.924,25;228.012,5;202.734,5;43.705,75;34.371,5;15.822,5;100.726
31.12.2017;00:00;00:00;114.394,5;43.578,75;85.147,5;632.875,75;19.980;4.240,75;193.231;155.968,25;34.404;25.837;19.078,75;90.231,5
01.01.2018;00:00;00:00;114.527;40.433,75;75.969;613.435;29.486;4.268,5;156.724,25;199.363,25;41.482,75;63.992,25;25.634;28.026,25
02.01.2018;00:00;00:00;116.100,5;40.927;63.497,5;395.677,75;16.325,75;5.370,5;220.838,75;346.229;102.323,75;113.800;41.617;34.412,25
03.01.2018;00:00;00:00;115.527,75;42.643;91.808,75;825.386,25;13.103,25;5.129,75;195.912,5;241.781,5;62.061,25;88.898;32.165;32.022,25
04.01.2018;00:00;00:00;116.167;45.360;37.370,5;555.422,75;9.263,5;5.304,25;216.736,5;311.946;167.961;109.256,75;48.133,5;32.112,5
05.01.2018;00:00;00:00;116.471,5;45.341,5;27.849,75;515.496,25;18.380;5.154,5;209.575,25;330.104;183.418,75;119.025,5;46.083,75;29.839,25
06.01.2018;00:00;00:00;116.144,5;44.859;29.257,25;173.038;29.154,5;4.637,5;222.618,5;379.559,75;157.074,5;103.531;37.514,25;28.538,5
07.01.2018;00:00;00:00;116.347,75;41.947,75;33.866;350.667;17.001;4.671,75;222.074,25;360.170,25;66.560,5;92.120,5;26.587,25;28.718
08.01.2018;00:00;00:00;115.819,25;41.859;63.118,25;475.899,5;30.372;5.494,5;224.668,75;401.155,5;143.659,5;136.391,75;40.057,5;30.978,75
09.01.2018;00:00;00:00;115.715,75;45.974;79.408,25;457.452;29.452,75;5.522,25;218.569,75;383.370,25;169.046,75;146.779;27.069,5;33.109,75
10.01.2018;00:00;00:00;116.332,5;47.533,25;25.973,25;130.235,5;37.828,75;5.527,5;224.074;419.896;295.355,5;188.311,5;32.357,75;33.885,25
11.01.2018;00:00;00:00;116.424,25;47.361;10.964,75;24.308;21.015,75;5.555,25;225.169,75;421.093,25;348.594,5;234.798,75;32.543,75;32.190,75
12.01.2018;00:00;00:00;117.030,75;46.726;49.457;78.570,75;11.010,5;5.539,5;224.486,5;409.452,5;325.887,5;202.206,75;37.749,75;31.349,75
13.01.2018;00:00;00:00;116.587,75;45.354,25;73.133,75;253.186,75;11.431;5.551,75;224.009;410.535;156.956,5;127.327,5;17.032;32.852,5
14.01.2018;00:00;00:00;116.504,25;42.105,75;78.299;315.142,25;33.246,75;5.540,5;220.176,75;394.500,5;80.470,25;116.490,25;23.913;28.839,25
15.01.2018;00:00;00:00;115.864,25;41.058,5;85.285,5;634.250,25;30.279;5.506,75;218.935;349.909,75;106.647;127.123;30.383,25;32.218,75
16.01.2018;00:00;00:00;115.824;42.664;90.000,25;597.685,25;18.544,5;5.380;217.157,5;349.136;120.815,75;118.867,75;38.799;29.728
17.01.2018;00:00;00:00;115.499;47.417;82.366;570.201,25;18.862,5;5.465;220.035,5;386.414,75;110.538,5;125.476,5;32.738,25;29.694,5
18.01.2018;00:00;00:00;115.654,5;46.878,25;64.893,5;630.214,25;15.810,5;5.504,25;221.479,75;354.393;129.575,25;120.588,75;28.764,25;30.086,75
19.01.2018;00:00;00:00;116.819;49.682,75;35.775,25;262.474,5;26.535,5;5.534,75;224.696,5;404.148;229.273,5;178.814;35.470,25;30.784
20.01.2018;00:00;00:00;116.049;48.135,25;37.278,25;179.931,25;15.012,75;5.464;225.316,25;420.043,25;180.833,75;129.797,25;27.130,25;33.153
21.01.2018;00:00;00:00;115.350,25;45.468;17.739,75;82.989;18.297;5.525,25;225.862,5;418.836,25;144.694;63.131,75;21.774,75;117.764,75
22.01.2018;00:00;00:00;115.390;45.565,75;59.321,5;253.567;9.660,5;5.512,75;224.850,5;392.245,75;262.090;172.353,5;32.288;32.041,5
23.01.2018;00:00;00:00;115.396,5;47.086,75;59.174,75;315.352,5;18.981,25;5.477,25;221.668,75;383.764,25;254.013;160.539,25;32.533,25;31.267,5
24.01.2018;00:00;00:00;114.551,75;45.357,75;98.304,25;658.135,75;41.025,25;5.321;215.635;341.626,75;98.753,25;103.543,75;29.498,5;30.106,5
25.01.2018;00:00;00:00;115.545;43.377,5;89.517,25;331.469,25;30.154,75;5.168;219.532;374.013,5;255.019,75;152.449;31.999;32.639,25
26.01.2018;00:00;00:00;116.559;45.905,25;8.033,25;45.725,5;27.650,75;5.420,25;224.416,75;410.053,5;348.485,5;187.753,75;37.484,25;33.520,5
27.01.2018;00:00;00:00;116.489,75;45.742;58.273;223.475,5;25.557,75;5.328,25;219.381,5;396.141,25;164.187,25;113.357,5;18.459,5;33.450,5
28.01.2018;00:00;00:00;115.684,5;41.182,25;89.077,75;749.708;22.198,75;4.356,25;168.162,5;169.061,75;45.038,5;67.928,25;19.136,25;27.579,75
29.01.2018;00:00;00:00;115.939,5;42.620,75;89.651,5;803.211,25;23.738,75;4.930,75;200.812,25;253.681,75;76.287,75;96.068,25;22.484,75;28.823,25
30.01.2018;00:00;00:00;116.618,75;44.838,75;83.154,75;401.047,25;49.857,5;5.429,5;221.033;330.388,25;217.955,25;155.288,75;37.802,75;33.296
31.01.2018;00:00;00:00;115.912,25;44.771,75;92.803,25;603.766,75;30.906,25;5.453,5;219.739,5;361.418,25;116.582,75;121.183,5;20.567,25;33.972
01.02.2018;00:00;00:00;116.369,75;45.676,25;91.295,5;432.482,5;32.594;5.729;218.468;381.813,5;175.137,25;140.867,25;27.608,25;30.485,5
02.02.2018;00:00;00:00;117.032,75;46.792,75;55.182,75;311.073,75;38.071;5.820,75;221.569,25;408.070,25;275.753;162.090,25;24.311,75;32.553
03.02.2018;00:00;00:00;116.831,5;44.785,75;26.731,5;85.287,25;25.097,25;5.819,25;224.624,5;404.267,75;255.810,5;169.383;23.963,75;30.898,25
04.02.2018;00:00;00:00;115.940,25;42.787,5;93.955,5;154.272;26.188,5;5.855;224.359;414.949,75;159.125,25;141.442,5;11.664;31.034,5
05.02.2018;00:00;00:00;116.404,5;43.153,5;33.879,75;170.796,5;53.301,25;5.831,25;225.896;434.243,25;337.748,5;231.497,75;32.405,5;31.744
06.02.2018;00:00;00:00;115.800;45.018,5;4.849;91.900,5;66.492,25;5.790,75;225.530,25;434.933;362.363,75;256.016,25;33.540;28.264
07.02.2018;00:00;00:00;115.537,5;44.449,25;7.193,75;48.549,25;55.938,25;5.748,25;225.581,5;429.694,25;377.364,25;263.841,5;43.076,75;27.522
08.02.2018;00:00;00:00;115.486,5;44.882;52.355,25;33.266,5;51.719,25;5.810;225.205,75;422.976,5;367.156,75;254.734,5;33.071,25;26.649,5
09.02.2018;00:00;00:00;115.979,25;43.446;81.998;128.660,5;42.353,75;5.805,5;224.951;409.469;341.306,75;198.941;36.459,75;27.113,5
10.02.2018;00:00;00:00;117.250;42.294,25;50.335;106.546,5;24.428,5;5.807,25;225.384,5;402.356,5;278.995,25;173.233,75;20.602,75;29.126,25
11.02.2018;00:00;00:00;116.121,75;38.374,75;98.181;523.431,25;28.514,75;5.579,75;217.613;272.973,5;70.768,5;115.484,5;11.507,25;27.923,75
12.02.2018;00:00;00:00;116.087,5;37.613,25;93.650,25;383.203,75;47.378,5;5.761,5;220.492,25;350.097,5;225.936,5;152.937,5;22.888,5;29.800,5
13.02.2018;00:00;00:00;116.596,25;39.897,75;68.547,75;193.780,75;97.674,5;5.758;219.165,25;397.832;310.411,25;177.675,25;30.848,75;29.819
14.02.2018;00:00;00:00;116.267,25;40.179,75;75.246,5;234.590,75;113.512,25;5.677,25;221.784,75;395.754,5;296.281,25;182.881,75;25.169;29.172
15.02.2018;00:00;00:00;116.382,25;38.597,5;90.552,25;421.211;30.741,75;5.697,5;222.771,75;367.757,5;254.252,25;160.045,25;27.859,25;31.323
16.02.2018;00:00;00:00;117.993,25;43.521,5;63.301,25;272.854,75;71.702,5;5.749;224.584,25;356.553,75;288.833,75;187.460,5;36.498,5;32.034,25
17.02.2018;00:00;00:00;117.903,25;45.655,5;7.095,5;69.442,25;34.461,75;5.795,5;225.741,25;381.670;295.608,25;175.476,25;20.157,5;31.142,75
18.02.2018;00:00;00:00;117.033,75;43.512,75;28.333;91.104;59.637,25;5.787,5;224.955,25;405.951,25;249.753,75;132.391;11.091,5;29.148,75
19.02.2018;00:00;00:00;116.923,25;42.646,75;7.517,75;58.548;58.917,25;5.813,25;225.976,75;436.648,25;350.199,25;219.564;44.945,25;28.314,25
20.02.2018;00:00;00:00;116.991,25;45.817,75;9.255,75;94.322,5;65.834;5.812,75;226.022,25;436.035,75;374.977,25;244.878;33.208,75;31.178,75
21.02.2018;00:00;00:00;116.486,25;44.510;3.814;146.315,5;91.726,75;5.789,5;226.655,75;429.036,75;359.062,25;237.808,25;27.253,25;30.948,5
22.02.2018;00:00;00:00;116.938,75;41.352;7.712;250.251,25;88.681;5.796,75;226.457,25;426.556,75;362.733,75;192.406,5;29.811,25;32.469,25
23.02.2018;00:00;00:00;116.890,25;40.570,75;43.694;311.482,25;105.663,25;5.810;223.542,75;423.717,25;352.175,5;159.147,5;32.208,25;32.415,75
24.02.2018;00:00;00:00;116.011;38.219;98.352,75;483.951,75;109.932,25;5.660,5;180.130,75;332.172,75;117.969,75;123.866,75;11.753,75;27.262,5
25.02.2018;00:00;00:00;116.904,25;36.022,25;68.550,75;285.573,75;122.087,5;5.727;188.914,75;395.593,75;180.925,75;127.450;12.152,75;29.796
26.02.2018;00:00;00:00;116.233,25;35.662,5;86.765,25;311.206;81.634,5;5.735,25;192.119;424.768;363.134,5;160.123,75;32.294,75;27.974,25
27.02.2018;00:00;00:00;115.547;37.549,25;89.729,75;240.467,75;97.963,75;5.840,75;193.437,75;419.136,75;385.306,25;174.468,75;37.357,5;30.990,5
28.02.2018;00:00;00:00;114.290,25;37.160,5;101.436,25;453.620,75;108.252;5.791,5;192.774;395.655,5;292.040,75;149.338,25;28.005,25;30.267,75
01.03.2018;00:00;00:00;114.462,5;34.510,5;98.888,25;627.597,5;110.481,25;5.571,25;192.222;353.518,25;189.714,75;135.635,5;25.852,5;28.650
02.03.2018;00:00;00:00;115.823,75;35.197,5;98.108,25;438.176,5;102.090,75;5.577;193.156,25;405.984;269.309,75;131.197,5;39.867,5;27.673,5
03.03.2018;00:00;00:00;116.108,25;36.422,75;99.327,5;321.506,5;77.040,25;5.529;193.753;423.447,25;228.370;116.848;21.166,25;30.007
04.03.2018;00:00;00:00;115.059;33.929,75;93.668,5;308.809,25;100.455,25;5.460,25;192.004;401.605,5;166.495,5;107.325,75;8.371,25;30.231,25
05.03.2018;00:00;00:00;114.038,75;34.651,75;77.318;232.104;104.489,25;5.374;190.049,5;402.102;309.189;148.363,75;31.581,25;30.955
06.03.2018;00:00;00:00;114.024;38.004;31.447,5;109.463,5;76.481;5.390,25;193.229,5;408.341,5;391.371;205.918;31.090,5;28.732,5
07.03.2018;00:00;00:00;113.139;38.558,25;12.500;140.564,75;56.922,5;5.380,5;192.870;405.538,75;390.723,25;202.015,75;35.888,5;29.960,25
08.03.2018;00:00;00:00;113.898;37.644,25;36.414,5;430.033,5;93.282,5;5.368,5;192.723,25;396.183;287.873,75;117.572;20.696,25;30.395,75
09.03.2018;00:00;00:00;114.675,25;35.436,5;36.689;339.557,25;71.754,25;5.342,75;191.663;379.237,5;270.690,75;129.064,25;32.600;32.630,5
10.03.2018;00:00;00:00;113.869,75;35.252,25;66.654,5;225.285,75;56.037;5.340,25;192.052;383.120,25;147.306;102.581,25;13.733,25;29.976,25
11.03.2018;00:00;00:00;112.531;35.131,75;58.556,75;189.433;84.286,5;4.988,5;191.210;357.112,5;76.962,25;84.335;15.548,25;28.068,75
12.03.2018;00:00;00:00;113.186,25;39.816,5;5.677;187.575;49.397,75;5.121;192.127;389.047,5;283.484;122.293,25;42.414,25;28.839,5
13.03.2018;00:00;00:00;108.176,25;42.130,75;34.041,5;398.094,5;52.338,5;5.107;192.220,5;385.104,75;293.562;109.370,25;22.358,5;27.965
14.03.2018;00:00;00:00;111.830,75;42.066,75;25.667,5;122.363;71.454;5.399,25;192.952,25;390.451,5;359.976;123.628;38.480,75;31.415
15.03.2018;00:00;00:00;112.707,5;40.459;86.757,75;548.587;108.585,25;5.358,5;189.653,5;316.327,25;103.568,5;113.029,25;25.103,75;29.598,25
16.03.2018;00:00;00:00;113.203,5;40.358;50.940,5;531.493;48.726;5.370,75;186.379,75;302.698;143.159;124.086,25;40.778,5;26.993,25
17.03.2018;00:00;00:00;112.128;39.725;55.327,75;728.820,25;52.766,75;5.271,25;181.580,5;176.932,5;87.972,5;85.953,25;20.832;27.920,25
18.03.2018;00:00;00:00;110.885,25;36.224,75;62.768,75;688.897,25;82.333,5;4.964,5;170.628;194.634;94.270,5;79.847,5;13.975,5;26.496
19.03.2018;00:00;00:00;104.507;36.742;42.928,25;207.357,25;119.135,25;5.288,25;191.699,25;379.517,5;343.819,25;159.439,75;52.105;25.483,25
20.03.2018;00:00;00:00;103.968;36.140;59.531;284.194,25;99.836;5.362,5;192.185,75;381.395,75;358.322;170.000,75;37.897,25;28.882,25
21.03.2018;00:00;00:00;104.902,25;34.113,5;48.032;146.134;135.522,25;5.332,75;191.039;402.140;350.205;194.620,75;40.545,75;25.581,25
22.03.2018;00:00;00:00;107.461,5;33.461;55.413,5;355.635,5;56.306,5;5.362;208.527,5;389.071,25;293.865,25;165.899;34.074;25.366,5
23.03.2018;00:00;00:00;108.519,75;33.819;41.684,5;56.714,25;44.664,5;5.368,25;223.702,75;394.586,5;377.462,25;196.575,5;35.892,75;27.305,25
24.03.2018;00:00;00:00;108.375,5;32.403;11.687,25;60.391;144.548,25;5.371,75;223.657,75;380.751;345.206,25;124.040,5;15.205,25;27.684,5
25.03.2018;00:00;00:00;102.385;29.539,5;3.505,5;32.312;158.680,75;5.065;213.668,5;362.525;248.976,75;98.689,75;13.224;28.442,5
26.03.2018;00:00;00:00;109.795,5;30.938;7.131,75;57.527,75;72.805,25;5.345,75;222.008,75;392.260,75;370.476,75;185.054,75;36.648,5;29.199,75
27.03.2018;00:00;00:00;113.985,25;32.144,75;20.384;88.009,75;112.027;5.286,75;221.275,5;379.665,75;379.591;181.534,5;31.291,25;27.630,75
28.03.2018;00:00;00:00;114.219,25;33.298,5;91.634,75;334.831;46.277,75;5.388;221.403,25;374.161,75;281.685,5;140.735,75;22.380,25;30.568,75
29.03.2018;00:00;00:00;109.794;36.967;31.142,25;343.676,75;95.124,75;5.352,5;221.330,25;372.002,25;256.523,25;97.678,25;29.449,25;29.646,75
30.03.2018;00:00;00:00;113.798,25;38.896,75;81.847,75;238.937,75;145.949,75;5.235,25;205.598,25;315.180;108.328,5;84.254,5;17.387;28.905
31.03.2018;00:00;00:00;112.974,25;39.471;91.887,75;224.863,75;74.109,5;5.331,5;219.249,5;296.541,75;65.524;90.147,25;29.848,75;30.474,5
01.04.2018;00:00;00:00;112.628,5;39.630,25;29.489;334.114;73.510,5;5.721,75;187.511,5;240.334,25;64.130;81.869,75;14.972,25;28.276,75
02.04.2018;00:00;00:00;112.942,75;38.397,5;39.235,25;187.159;151.579;5.563,75;186.642;300.261;65.260,25;81.496,25;22.027,25;27.975,25
03.04.2018;00:00;00:00;111.639,25;37.693,75;75.284;346.171,75;142.941,75;5.315,5;185.684,25;348.417,75;147.093;99.200,5;36.025,75;28.697,25
04.04.2018;00:00;00:00;110.447,25;40.823,5;51.693,5;305.878;138.517,5;4.740,75;184.660,75;380.004,25;175.857,25;106.760,25;39.083,25;27.962,5
05.04.2018;00:00;00:00;112.027;44.482,25;82.853,25;562.915,25;98.874,25;5.002,25;185.499,75;349.787,5;117.312,5;91.245,5;27.962,25;32.919
06.04.2018;00:00;00:00;112.720;43.692,25;55.710;254.059,75;216.115,25;5.342,5;185.523,25;356.360,25;127.001,25;45.608,25;28.834;104.193
